Date,Close,IVV_Position,Cash
2018/6/15,280.309998,100,974813.9985
2018/6/18,279.700012,100,974813.9985
2018/6/19,278.670013,100,974813.9985
2018/6/20,279.25,100,974813.9985
2018/6/21,277.320007,100,974813.9985
2018/6/22,277.890015,100,974813.9985
2018/6/25,274.100006,100,974813.9985
2018/6/26,273.470001,100,974813.9985
2018/6/27,271.119995,100,974813.9985
2018/6/28,272.820007,100,974813.9985
2018/6/29,273.049988,100,974813.9985
2018/7/2,273.820007,100,974813.9985
2018/7/3,272.730011,100,974813.9985
2018/7/5,275.070007,100,974813.9985
2018/7/6,277.209991,100,974813.9985
2018/7/9,279.809998,100,974813.9985
2018/7/10,280.829987,100,974813.9985
2018/7/11,278.73999,100,974813.9985
2018/7/12,281.140015,100,974813.9985
2018/7/13,281.429993,100,974813.9985
2018/7/16,281.329987,100,974813.9985
2018/7/17,282.470001,100,974813.9985
2018/7/18,283.089996,100,974813.9985
2018/7/19,281.920013,100,974813.9985
2018/7/20,281.619995,100,974813.9985
2018/7/23,282.140015,100,974813.9985
2018/7/24,283.549988,100,974813.9985
2018/7/25,286.179993,100,974813.9985
2018/7/26,285.190002,100,974813.9985
2018/7/27,283.359985,100,974813.9985
2018/7/30,281.769989,100,974813.9985
2018/7/31,283.279999,100,974813.9985
2018/8/1,282.880005,100,974813.9985
2018/8/2,284.230011,100,974813.9985
2018/8/3,285.549988,100,974813.9985
2018/8/6,286.649994,100,974813.9985
2018/8/7,287.470001,100,974813.9985
2018/8/8,287.369995,100,974813.9985
2018/8/9,287.109985,100,974813.9985
2018/8/10,285.070007,100,974813.9985
2018/8/13,284.109985,100,974813.9985
2018/8/14,285.929993,100,974813.9985
2018/8/15,283.649994,100,974813.9985
2018/8/16,286.100006,100,974813.9985
2018/8/17,287.040009,100,974813.9985
2018/8/20,287.73999,100,974813.9985
2018/8/21,288.230011,100,974813.9985
2018/8/22,288.220001,100,974813.9985
2018/8/23,287.730011,100,974813.9985
2018/8/24,289.519989,100,974813.9985
2018/8/27,291.809998,100,974813.9985
2018/8/28,291.890015,100,974813.9985
2018/8/29,293.540009,100,974813.9985
2018/8/30,292.290009,100,974813.9985
2018/8/31,292.440002,100,974813.9985
2018/9/4,291.950012,100,974813.9985
2018/9/5,291.160004,100,974813.9985
2018/9/6,290.309998,100,974813.9985
2018/9/7,289.600006,100,974813.9985
2018/9/10,290.25,100,974813.9985
2018/9/11,291.220001,100,974813.9985
2018/9/12,291.23999,100,974813.9985
2018/9/13,292.920013,100,974813.9985
2018/9/14,292.910004,100,974813.9985
2018/9/17,291.440002,100,974813.9985
2018/9/18,293.070007,100,974813.9985
2018/9/19,293.279999,100,974813.9985
2018/9/20,295.76001,100,974813.9985
2018/9/21,295.359985,100,974813.9985
2018/9/24,294.470001,100,974813.9985
2018/9/25,294.160004,100,974813.9985
2018/9/26,292.019989,100,974813.9985
2018/9/27,292.820007,100,974813.9985
2018/9/28,292.730011,100,974813.9985
2018/10/1,293.869995,100,974813.9985
2018/10/2,293.75,100,974813.9985
2018/10/3,293.950012,100,974813.9985
2018/10/4,291.73999,100,974813.9985
2018/10/5,289.929993,100,974813.9985
2018/10/8,289.940002,100,974813.9985
2018/10/9,289.589996,100,974813.9985
2018/10/10,280.25,100,974813.9985
2018/10/11,274.329987,100,974813.9985
2018/10/12,278.029999,100,974813.9985
2018/10/15,276.529999,100,974813.9985
2018/10/16,282.619995,100,974813.9985
2018/10/17,282.559998,100,974813.9985
2018/10/18,278.51001,100,974813.9985
2018/10/19,278.269989,100,974813.9985
2018/10/22,277.220001,100,974813.9985
2018/10/23,275.570007,100,974813.9985
2018/10/24,267.140015,100,974813.9985
2018/10/25,272.019989,100,974813.9985
2018/10/26,267.100006,100,974813.9985
2018/10/29,265.609985,100,974813.9985
2018/10/30,269.859985,100,974813.9985
2018/10/31,272.76001,100,974813.9985
2018/11/1,275.420013,100,974813.9985
2018/11/2,273.890015,100,974813.9985
2018/11/5,275.570007,100,974813.9985
2018/11/6,277.160004,100,974813.9985
2018/11/7,283.130005,100,974813.9985
2018/11/8,282.519989,100,974813.9985
2018/11/9,279.959991,100,974813.9985
2018/11/12,274.51001,100,974813.9985
2018/11/13,274.109985,100,974813.9985
2018/11/14,272.209991,100,974813.9985
2018/11/15,274.959991,100,974813.9985
2018/11/16,275.73999,100,974813.9985
2018/11/19,271.130005,100,974813.9985
2018/11/20,266.100006,100,974813.9985
2018/11/21,266.959991,100,974813.9985
2018/11/23,265.309998,100,974813.9985
2018/11/26,269.470001,100,974813.9985
2018/11/27,270.320007,100,974813.9985
2018/11/28,276.630005,100,974813.9985
2018/11/29,276.070007,100,974813.9985
2018/11/30,278,100,974813.9985
2018/12/3,281.369995,100,974813.9985
2018/12/4,272.529999,100,974813.9985
2018/12/6,271.820007,100,974813.9985
2018/12/7,265.600006,100,974813.9985
2018/12/10,266,100,974813.9985
2018/12/11,266.049988,100,974813.9985
2018/12/12,267.48999,100,974813.9985
2018/12/13,267.23999,100,974813.9985
2018/12/14,262.399994,100,974813.9985
2018/12/17,255.649994,100,974813.9985
2018/12/18,255.619995,100,974813.9985
2018/12/19,251.740005,100,974813.9985
2018/12/20,247.429993,100,974813.9985
2018/12/21,242.350006,100,974813.9985
2018/12/24,236.089996,100,974813.9985
2018/12/26,247.669998,100,974813.9985
2018/12/27,250.059998,100,974813.9985
2018/12/28,249.330002,100,974813.9985
2018/12/31,251.610001,100,974813.9985
2019/1/2,251.720001,100,974813.9985
2019/1/3,245.429993,100,974813.9985
2019/1/4,254.059998,100,974813.9985
2019/1/7,255.770004,100,974813.9985
2019/1/8,258.290009,100,974813.9985
2019/1/9,259.48999,100,974813.9985
2019/1/10,260.51001,100,974813.9985
2019/1/11,260.369995,100,974813.9985
2019/1/14,259.109985,100,974813.9985
2019/1/15,261.910004,100,974813.9985
2019/1/16,262.600006,100,974813.9985
2019/1/17,264.529999,100,974813.9985
2019/1/18,268.070007,100,974813.9985
2019/1/22,264.5,100,974813.9985
2019/1/23,264.880005,100,974813.9985
2019/1/24,265.140015,100,974813.9985
2019/1/25,267.5,100,974813.9985
2019/1/28,265.350006,100,974813.9985
2019/1/29,264.980011,100,974813.9985
2019/1/30,269.230011,100,974813.9985
2019/1/31,271.549988,100,974813.9985
2019/2/1,271.700012,100,974813.9985
2019/2/4,273.649994,100,974813.9985
2019/2/5,274.820007,100,974813.9985
2019/2/6,274.410004,100,974813.9985
2019/2/7,271.829987,100,974813.9985
2019/2/8,272.130005,100,974813.9985
2019/2/11,272.279999,0,1002026.999
2019/2/12,275.820007,0,1002026.999
2019/2/13,276.660004,0,1002026.999
2019/2/14,276.029999,0,1002026.999
2019/2/15,279.160004,0,1002026.999
2019/2/19,279.549988,0,1002026.999
2019/2/20,280.089996,0,1002026.999
2019/2/21,279.209991,0,1002026.999
2019/2/22,280.820007,0,1002026.999
2019/2/25,281.26001,0,1002026.999
2019/2/26,281.049988,0,1002026.999
2019/2/27,280.910004,0,1002026.999
2019/2/28,280.320007,0,1002026.999
2019/3/1,282.309998,0,1002026.999
2019/3/4,281.160004,0,1002026.999
2019/3/5,280.799988,0,1002026.999
2019/3/6,279.01001,0,1002026.999
2019/3/7,276.76001,0,1002026.999
2019/3/8,276.200012,0,1002026.999
2019/3/11,280.209991,0,1002026.999
2019/3/12,281.200012,0,1002026.999
2019/3/13,283.149994,0,1002026.999
2019/3/14,283.01001,0,1002026.999
2019/3/15,284.279999,0,1002026.999
2019/3/18,285.410004,0,1002026.999
2019/3/19,285.540009,0,1002026.999
2019/3/20,283.390015,0,1002026.999
2019/3/21,286.570007,0,1002026.999
2019/3/22,281.160004,0,1002026.999
2019/3/25,280.910004,0,1002026.999
2019/3/26,282.959991,0,1002026.999
2019/3/27,281.579987,0,1002026.999
2019/3/28,282.690002,0,1002026.999
2019/3/29,284.559998,0,1002026.999
2019/4/1,287.850006,0,1002026.999
2019/4/2,287.920013,0,1002026.999
2019/4/3,288.440002,0,1002026.999
2019/4/4,289.130005,0,1002026.999
2019/4/5,290.450012,0,1002026.999
2019/4/8,290.769989,0,1002026.999
2019/4/9,289.269989,0,1002026.999
2019/4/10,290.220001,0,1002026.999
2019/4/11,290.200012,0,1002026.999
2019/4/12,292.160004,0,1002026.999
2019/4/15,291.920013,0,1002026.999
2019/4/16,292.140015,0,1002026.999
2019/4/17,291.369995,0,1002026.999
2019/4/18,292,0,1002026.999
2019/4/22,292.299988,0,1002026.999
2019/4/23,294.839996,0,1002026.999
2019/4/24,294.220001,0,1002026.999
2019/4/25,294.040009,0,1002026.999
2019/4/26,295.470001,0,1002026.999
2019/4/29,295.790009,0,1002026.999
2019/4/30,295.940002,0,1002026.999
2019/5/1,293.799988,0,1002026.999
2019/5/2,293.26001,0,1002026.999
2019/5/3,296.01001,0,1002026.999
2019/5/6,294.899994,0,1002026.999
2019/5/7,289.910004,0,1002026.999
2019/5/8,289.519989,0,1002026.999
2019/5/9,288.720001,0,1002026.999
2019/5/10,290,0,1002026.999
2019/5/13,282.799988,0,1002026.999
2019/5/14,285.320007,0,1002026.999
2019/5/15,287.029999,0,1002026.999
2019/5/16,289.559998,0,1002026.999
2019/5/17,287.899994,0,1002026.999
2019/5/20,285.980011,0,1002026.999
2019/5/21,288.480011,0,1002026.999
2019/5/22,287.649994,0,1002026.999
2019/5/23,284.059998,0,1002026.999
2019/5/24,284.76001,0,1002026.999
2019/5/28,282.079987,0,1002026.999
2019/5/29,280.23999,0,1002026.999
2019/5/30,280.869995,0,1002026.999
2019/5/31,277.299988,0,1002026.999
2019/6/3,276.380005,0,1002026.999
2019/6/4,282.440002,0,1002026.999
2019/6/5,284.859985,0,1002026.999
2019/6/6,286.76001,0,1002026.999
2019/6/7,289.670013,0,1002026.999
2019/6/10,291,0,1002026.999
2019/6/11,290.950012,0,1002026.999
2019/6/12,290.290009,0,1002026.999
2019/6/13,291.619995,0,1002026.999
2019/6/14,291.25,0,1002026.999
2019/6/17,289.73999,0,1002026.999
2019/6/18,292.450012,0,1002026.999
2019/6/19,293.23999,0,1002026.999
2019/6/20,296.019989,0,1002026.999
2019/6/21,295.570007,0,1002026.999
2019/6/24,295.269989,0,1002026.999
2019/6/25,292.410004,0,1002026.999
2019/6/26,292.079987,0,1002026.999
2019/6/27,293.279999,0,1002026.999
2019/6/28,294.75,0,1002026.999
2019/7/1,297.320007,0,1002026.999
2019/7/2,298.230011,0,1002026.999
2019/7/3,300.480011,0,1002026.999
2019/7/5,300.100006,0,1002026.999
2019/7/8,298.549988,0,1002026.999
2019/7/9,299.029999,0,1002026.999
2019/7/10,300.399994,0,1002026.999
2019/7/11,300.929993,0,1002026.999
2019/7/12,302.48999,0,1002026.999
2019/7/15,302.459991,0,1002026.999
2019/7/16,301.440002,0,1002026.999
2019/7/17,299.480011,0,1002026.999
2019/7/18,300.649994,0,1002026.999
2019/7/19,298.899994,0,1002026.999
2019/7/22,299.579987,0,1002026.999
2019/7/23,301.720001,0,1002026.999
2019/7/24,303.170013,0,1002026.999
2019/7/25,301.709991,0,1002026.999
2019/7/26,303.769989,0,1002026.999
2019/7/29,303.220001,0,1002026.999
2019/7/30,302.480011,0,1002026.999
2019/7/31,299.230011,0,1002026.999
2019/8/1,296.519989,0,1002026.999
2019/8/2,294.420013,0,1002026.999
2019/8/5,285.570007,0,1002026.999
2019/8/6,289.380005,0,1002026.999
2019/8/7,289.660004,0,1002026.999
2019/8/8,295.279999,0,1002026.999
2019/8/9,293.359985,0,1002026.999
2019/8/12,289.809998,0,1002026.999
2019/8/13,294.279999,0,1002026.999
2019/8/14,285.600006,0,1002026.999
2019/8/15,286.339996,0,1002026.999
2019/8/16,290.579987,0,1002026.999
2019/8/19,294.070007,0,1002026.999
2019/8/20,291.790009,0,1002026.999
2019/8/21,294.179993,0,1002026.999
2019/8/22,294.070007,0,1002026.999
2019/8/23,286.470001,0,1002026.999
2019/8/26,289.660004,0,1002026.999
2019/8/27,288.549988,0,1002026.999
2019/8/28,290.5,0,1002026.999
2019/8/29,294.279999,0,1002026.999
2019/8/30,294.269989,0,1002026.999
2019/9/3,292.410004,0,1002026.999
2019/9/4,295.76001,0,1002026.999
2019/9/5,299.630005,0,1002026.999
2019/9/6,299.829987,0,1002026.999
2019/9/9,299.970001,0,1002026.999
2019/9/10,299.950012,0,1002026.999
2019/9/11,302.119995,0,1002026.999
2019/9/12,303.079987,0,1002026.999
2019/9/13,302.869995,0,1002026.999
2019/9/16,301.980011,0,1002026.999
2019/9/17,302.709991,0,1002026.999
2019/9/18,302.929993,0,1002026.999
2019/9/19,302.890015,0,1002026.999
2019/9/20,301.220001,0,1002026.999
2019/9/23,301.380005,0,1002026.999
2019/9/24,297.51001,0,1002026.999
2019/9/25,299.190002,0,1002026.999
2019/9/26,298.589996,0,1002026.999
2019/9/27,297,0,1002026.999
2019/9/30,298.519989,0,1002026.999
2019/10/1,294.910004,0,1002026.999
2019/10/2,289.630005,0,1002026.999
2019/10/3,292.040009,0,1002026.999
2019/10/4,296.019989,0,1002026.999
2019/10/7,294.690002,0,1002026.999
2019/10/8,290.130005,0,1002026.999
2019/10/9,292.880005,0,1002026.999
2019/10/10,294.950012,0,1002026.999
2019/10/11,297.890015,0,1002026.999
2019/10/14,297.690002,0,1002026.999
2019/10/15,300.619995,0,1002026.999
2019/10/16,300.070007,0,1002026.999
2019/10/17,300.910004,0,1002026.999
2019/10/18,299.600006,0,1002026.999
2019/10/21,301.75,0,1002026.999
2019/10/22,300.700012,0,1002026.999
2019/10/23,301.570007,0,1002026.999
2019/10/24,302.109985,0,1002026.999
2019/10/25,303.309998,0,1002026.999
2019/10/28,305.01001,0,1002026.999
2019/10/29,304.910004,0,1002026.999
2019/10/30,305.869995,0,1002026.999
2019/10/31,304.970001,0,1002026.999
2019/11/1,307.950012,0,1002026.999
2019/11/4,309.109985,0,1002026.999
2019/11/5,308.73999,0,1002026.999
2019/11/6,308.880005,0,1002026.999
2019/11/7,309.980011,0,1002026.999
2019/11/8,310.670013,0,1002026.999
2019/11/11,310.160004,0,1002026.999
2019/11/12,310.690002,0,1002026.999
2019/11/13,310.859985,0,1002026.999
2019/11/14,311.299988,0,1002026.999
2019/11/15,313.609985,0,1002026.999
2019/11/18,313.75,0,1002026.999
2019/11/19,313.679993,0,1002026.999
2019/11/20,312.519989,0,1002026.999
2019/11/21,312.070007,0,1002026.999
2019/11/22,312.73999,0,1002026.999
2019/11/25,315.100006,0,1002026.999
2019/11/26,315.730011,0,1002026.999
2019/11/27,317.25,0,1002026.999
2019/11/29,316.059998,0,1002026.999
2019/12/2,313.410004,0,1002026.999
2019/12/3,311.25,0,1002026.999
2019/12/4,313.179993,0,1002026.999
2019/12/5,313.839996,0,1002026.999
2019/12/6,316.640015,0,1002026.999
2019/12/9,315.700012,0,1002026.999
2019/12/10,315.369995,0,1002026.999
2019/12/11,316.170013,100,970489.9995
2019/12/12,318.970001,100,970489.9995
2019/12/13,319.079987,100,970489.9995
2019/12/16,319.320007,100,970489.9995
2019/12/17,319.350006,100,970489.9995
2019/12/18,319.369995,100,970489.9995
2019/12/19,320.73999,100,970489.9995
2019/12/20,322.380005,100,970489.9995
2019/12/23,322.609985,100,970489.9995
2019/12/24,322.649994,100,970489.9995
2019/12/26,324.320007,100,970489.9995
2019/12/27,324.26001,100,970489.9995
2019/12/30,322.51001,100,970489.9995
2019/12/31,323.23999,100,970489.9995
2020/1/2,326.320007,100,970489.9995
2020/1/3,323.809998,100,970489.9995
2020/1/6,325.089996,100,970489.9995
2020/1/7,324.200012,100,970489.9995
2020/1/8,325.850006,0,1002910.001
